accession,repository,disease_term,num_samples_estimate,data_type,metadata_source,raw_link_endpoint
GSE51741,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(33, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51741
GSE51684,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(24, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51684
GSE52202,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52202
GSE49657,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(4, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49657
GSE37640,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(6, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37640
GSE40438,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(8, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40438
GSE43308,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(11, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43308
GSE43294,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(13, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43294
GSE40651,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(5, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40651
GSE39644,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(48, attributes={})",Expression profiling by array; Non-coding RNA profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39644
GSE39643,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(24, attributes={})",Non-coding RNA profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39643
GSE39642,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(24, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39642
GSE28253,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(22, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28253
GSE26276,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(9, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26276
GSE19519,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(224, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19519
GSE19332,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(10, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19332
GSE18920,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(44, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18920
GSE18632,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(8, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18632
GSE12525,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(148, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE12525
GSE7950,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(71, attributes={})",Genome variation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE7950
GSE9397,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(20, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE9397
GSE4595,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(20, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE4595
GSE3307,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(242, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3307
GSE833,GEO,Amyotrophic Lateral Sclerosis,"IntegerElement(11, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE833
E-GEOD-39644,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-39644
E-MTAB-10916,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,RNA-seq,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-10916
E-MTAB-8635,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-8635
E-MEXP-3260,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MEXP-3260
E-MTAB-7073,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Unknown,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-7073
E-GEOD-26276,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-26276
E-GEOD-4595,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-4595
E-GEOD-39643,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-39643
E-MTAB-1925,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-1925
E-MTAB-2325,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Unknown,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-2325
E-GEOD-40438,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-40438
E-GEOD-40328,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-40328
E-GEOD-833,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-833
E-GEOD-19332,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-19332
E-GEOD-68605,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-68605
E-GEOD-7950,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Microarray,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-7950
E-GEOD-67196,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,RNA-seq,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-67196
E-MTAB-9140,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Unknown,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-9140
E-MTAB-1926,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Unknown,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-MTAB-1926
E-GEOD-39642,ArrayExpress,Amyotrophic Lateral Sclerosis,Unknown,Unknown,BioStudies API,https://www.ebi.ac.uk/biostudies/studies/E-GEOD-39642
GSE264237,GEO,Huntington's Disease,"IntegerElement(30, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264237
GSE281321,GEO,Huntington's Disease,"IntegerElement(10, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE281321
GSE302876,GEO,Huntington's Disease,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302876
GSE232649,GEO,Huntington's Disease,"IntegerElement(16, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232649
GSE232648,GEO,Huntington's Disease,"IntegerElement(4, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232648
GSE232647,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232647
GSE232646,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232646
GSE282628,GEO,Huntington's Disease,"IntegerElement(75, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282628
GSE282626,GEO,Huntington's Disease,"IntegerElement(75, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282626
GSE284798,GEO,Huntington's Disease,"IntegerElement(16, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE284798
GSE284565,GEO,Huntington's Disease,"IntegerElement(15, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE284565
GSE283225,GEO,Huntington's Disease,"IntegerElement(12, attributes={})",Methylation profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283225
GSE261143,GEO,Huntington's Disease,"IntegerElement(20, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261143
GSE278354,GEO,Huntington's Disease,"IntegerElement(60, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278354
GSE267435,GEO,Huntington's Disease,"IntegerElement(30, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267435
GSE273501,GEO,Huntington's Disease,"IntegerElement(50, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273501
GSE281069,GEO,Huntington's Disease,"IntegerElement(44, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE281069
GSE217469,GEO,Huntington's Disease,"IntegerElement(27, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE217469
GSE273082,GEO,Huntington's Disease,"IntegerElement(9, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273082
GSE272903,GEO,Huntington's Disease,"IntegerElement(9, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272903
GSE271852,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271852
GSE233914,GEO,Huntington's Disease,"IntegerElement(12, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233914
GSE233895,GEO,Huntington's Disease,"IntegerElement(24, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233895
GSE272271,GEO,Huntington's Disease,"IntegerElement(14, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272271
GSE272134,GEO,Huntington's Disease,"IntegerElement(145, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272134
GSE270473,GEO,Huntington's Disease,"IntegerElement(11, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270473
GSE270472,GEO,Huntington's Disease,"IntegerElement(11, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270472
GSE228254,GEO,Huntington's Disease,"IntegerElement(31, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE228254
GSE188561,GEO,Huntington's Disease,"IntegerElement(139, attributes={})",Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Third-party reanalysis,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188561
GSE188559,GEO,Huntington's Disease,"IntegerElement(2, attributes={})",Genome binding/occupancy profiling by high throughput sequencing; Third-party reanalysis,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188559
GSE188558,GEO,Huntington's Disease,"IntegerElement(137, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188558
GSE264218,GEO,Huntington's Disease,"IntegerElement(18, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264218
GSE242506,GEO,Huntington's Disease,"IntegerElement(23, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE242506
GSE233408,GEO,Huntington's Disease,"IntegerElement(163, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233408
GSE233387,GEO,Huntington's Disease,"IntegerElement(18, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233387
GSE233385,GEO,Huntington's Disease,"IntegerElement(16, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233385
GSE220847,GEO,Huntington's Disease,"IntegerElement(24, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220847
GSE227729,GEO,Huntington's Disease,"IntegerElement(344, attributes={})",Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227729
GSE241430,GEO,Huntington's Disease,"IntegerElement(24, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241430
GSE210996,GEO,Huntington's Disease,"IntegerElement(36, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210996
GSE214973,GEO,Huntington's Disease,"IntegerElement(4, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214973
GSE214110,GEO,Huntington's Disease,"IntegerElement(67, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214110
GSE214108,GEO,Huntington's Disease,"IntegerElement(48, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214108
GSE180928,GEO,Huntington's Disease,"IntegerElement(32, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180928
GSE194243,GEO,Huntington's Disease,"IntegerElement(106, attributes={})",Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194243
GSE194242,GEO,Huntington's Disease,"IntegerElement(34, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194242
GSE194241,GEO,Huntington's Disease,"IntegerElement(72, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194241
GSE204833,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE204833
GSE182866,GEO,Huntington's Disease,"IntegerElement(28, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182866
GSE201692,GEO,Huntington's Disease,"IntegerElement(10, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201692
GSE198927,GEO,Huntington's Disease,"IntegerElement(2, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198927
GSE199005,GEO,Huntington's Disease,"IntegerElement(26, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199005
GSE184255,GEO,Huntington's Disease,"IntegerElement(13, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184255
GSE173731,GEO,Huntington's Disease,"IntegerElement(43, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173731
GSE194416,GEO,Huntington's Disease,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194416
GSE167104,GEO,Huntington's Disease,"IntegerElement(15, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167104
GSE165317,GEO,Huntington's Disease,"IntegerElement(35, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165317
GSE162813,GEO,Huntington's Disease,"IntegerElement(12, attributes={})",Expression profiling by high throughput sequencing; Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162813
GSE162812,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing; Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162812
GSE173546,GEO,Huntington's Disease,"IntegerElement(20, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173546
GSE165667,GEO,Huntington's Disease,"IntegerElement(44, attributes={})",Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165667
GSE165663,GEO,Huntington's Disease,"IntegerElement(6, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165663
